fecha,equipo_local,equipo_visitante,shots_local,shots_visitante,shots_on_target_local,shots_on_target_visitante,corners_proxy_local,corners_proxy_visitante,xg_local,xg_visitante,statsbomb_match_id
2022-11-27,Croatia,Canada,13,8,10,2,32,14,2.6102110830000003,0.28679518099999995,3857281
2022-12-02,Cameroon,Brazil,7,21,3,8,9,25,0.38336075199999997,2.378218864,3857280
2022-11-22,France,Australia,23,4,6,1,44,8,3.170495788,0.32329254,3857279
2022-12-02,Korea Republic,Portugal,12,13,6,6,12,8,1.3989824739999999,0.973722266,3857262
2018-07-06,Brazil,Belgium,25,8,9,3,32,10,2.6091956661999998,0.40525613299999996,8650
2018-07-02,Belgium,Japan,28,12,7,4,30,6,2.917831719499999,0.6937694522000001,7584
2018-06-24,England,Panama,11,8,7,2,30,10,3.168321031,1.0800387518,7554
2018-06-19,Poland,Senegal,10,7,3,1,7,11,1.042323384,1.4277506340000001,7539
2018-06-22,Serbia,Switzerland,12,19,3,5,7,17,1.153485278,1.5573086895,7550
2018-06-18,Sweden,Korea Republic,16,5,4,0,18,20,2.015124456,0.414372021,7538
2018-06-17,Germany,Mexico,26,12,9,4,23,2,2.2992588492,0.9932887670000001,7534
2018-06-20,IR Iran,Spain,6,18,0,3,9,35,0.426459236,2.1969543835000005,7543
2018-06-20,Uruguay,Saudi Arabia,14,8,3,2,7,4,1.8073869310000001,0.2734858323,7544
2018-06-21,France,Peru,12,12,4,2,8,4,1.862419556,0.625221235,7546
2018-06-21,Argentina,Croatia,10,14,3,5,18,8,1.2180579430000003,1.8317100519999998,7545
2018-07-03,Colombia,England,14,17,4,2,5,22,0.8311502155,2.2442898479999998,7585
2018-06-28,Panama,Tunisia,9,15,4,6,2,18,0.6907955865000001,2.8524550040000003,7569
2018-06-28,Japan,Poland,11,11,3,2,29,41,0.8906295785,1.040714051,7572
2018-06-26,Iceland,Croatia,17,13,6,2,24,26,2.1326869015,0.673928797,7561
2018-06-19,Russia,Egypt,12,15,4,2,18,14,0.9811507970000001,1.697518253,7540
2018-06-16,Argentina,Iceland,28,9,7,2,61,7,2.0805182487,1.0321244945,7531
2018-06-28,England,Belgium,12,14,1,3,11,9,1.2006863693,0.9653343229999999,7570
2018-07-03,Sweden,Switzerland,12,16,3,3,13,63,0.910466011,0.5329880485,7586
2018-06-25,IR Iran,Portugal,9,15,2,4,1,14,1.5769696039999999,1.5224178248,7557
2018-06-20,Portugal,Morocco,12,17,2,4,29,32,0.8849862430000001,1.4551028735,7542
2018-07-11,Croatia,England,22,11,7,1,26,17,2.1413194335,0.5466641000000001,8656
2018-06-22,Brazil,Costa Rica,23,4,9,0,62,11,3.0963627985,0.158693415,7548
2018-06-15,Egypt,Uruguay,8,16,3,4,0,16,0.364488455,1.9408185929999995,7578
2018-06-23,Korea Republic,Mexico,17,14,6,5,26,7,0.8217932520000001,1.87755172,7553
2018-06-18,Belgium,Panama,15,7,6,2,19,10,1.212055155,0.62535498,7536
2018-06-24,Poland,Colombia,11,13,2,3,16,21,1.114197838,1.3869427573000002,7555
2018-06-15,Portugal,Spain,10,12,3,5,22,18,1.4345957889999998,1.6609466705,7576
2018-06-27,Serbia,Brazil,11,15,1,7,28,24,0.9483194610000001,1.419809182,7565
2018-06-23,Germany,Sweden,18,7,5,6,42,9,1.318084832,0.8151666949999999,7551
2018-06-18,Tunisia,England,6,18,1,7,10,19,0.945653212,2.626449744999999,7537
2018-06-30,France,Argentina,9,12,4,4,3,14,1.638027032,1.446559447,7580
2018-07-01,Croatia,Denmark,21,14,6,3,14,13,2.1702355979999997,0.696494755,7581
2018-06-22,Nigeria,Iceland,17,10,4,3,28,15,1.3121593260000002,1.552161967,7549
2018-06-16,Croatia,Nigeria,11,13,2,2,28,9,1.6944666339999996,0.7623215977000002,7529
2018-06-26,Australia,Peru,16,4,2,3,24,17,1.6292696250000003,0.3363750876,7562
2018-06-28,Senegal,Colombia,7,4,3,2,1,5,0.360865074,0.28486186999999996,7571
2018-06-27,Switzerland,Costa Rica,13,14,3,6,19,9,1.2196792517,1.576212685,7568
2018-06-16,France,Australia,12,5,4,2,14,3,1.561557064,0.980031062,7530
2018-06-25,Uruguay,Russia,16,3,6,1,22,2,2.4825809298,0.180184531,7558
2018-07-02,Brazil,Mexico,19,14,10,1,12,16,3.320421268,0.5827998199999999,7583
2018-06-21,Denmark,Australia,10,13,5,5,11,18,1.014444774,1.412191891,7547
2018-06-17,Costa Rica,Serbia,10,12,3,2,22,10,0.5960217237,1.9925690040000001,7535
2018-07-06,Uruguay,France,10,11,4,2,11,14,0.693195278,0.5387829577000001,8649
2018-07-15,France,Croatia,8,15,6,3,3,11,1.0979636080000001,1.4802876897,8658
2018-07-01,Spain,Russia,24,8,9,1,76,17,1.4411031539999999,1.406426809,7582
2018-06-23,Belgium,Tunisia,23,17,11,5,10,10,5.336422204999999,1.1881780826,7552
2018-06-16,Peru,Denmark,17,11,6,3,6,12,1.9263781919999998,1.1215676380000001,7532
2018-06-25,Spain,Morocco,18,8,3,3,12,2,2.6044931,1.071760675,7560
2018-06-17,Brazil,Switzerland,21,7,4,2,20,5,1.8665897939999998,0.4721066513,7533
2018-06-26,Nigeria,Argentina,9,8,3,3,6,22,1.305345181,0.8505598590000001,7564
2018-06-30,Uruguay,Portugal,7,21,3,4,7,42,0.47600794099999993,0.9955767280999999,7579
2018-06-15,Morocco,IR Iran,14,8,3,2,20,10,1.0591950264999999,0.6975558777,7577
2018-06-14,Russia,Saudi Arabia,14,6,7,0,18,7,1.2816009420000003,0.24880649999999999,7525
2018-06-27,Mexico,Sweden,22,15,3,5,30,11,1.6107035277000001,2.7904868150000004,7566
2018-07-07,Sweden,England,8,12,3,2,1,21,0.8341866389999999,0.75823599,8651
2018-06-27,Korea Republic,Germany,12,29,5,6,10,35,1.774630282,2.706400562,7567
2018-06-19,Colombia,Japan,10,14,3,6,24,62,0.8062560289999999,2.32067396,7541
2018-07-10,France,Belgium,19,9,5,2,13,15,1.681686764,0.5668682939999999,8655
2018-07-14,Belgium,England,11,15,4,5,11,8,1.32065846,1.335356625,8657
2018-07-07,Russia,Croatia,13,18,6,4,14,21,1.070939122,1.650474576,8652
2018-06-26,Denmark,France,5,11,1,4,14,7,0.13895808480000002,0.41814049500000006,7563
2018-06-24,Japan,Senegal,7,15,3,7,5,22,0.982192996,1.8782642929999998,7556
2018-06-25,Saudi Arabia,Egypt,21,8,7,1,16,8,2.545815476,0.92372594,7559
1990-06-24,Brazil,Argentina,17,6,3,4,27,8,1.7768976516000001,1.0229263789999998,3793185
1986-06-25,Argentina,Belgium,18,21,6,3,15,12,1.82167165,1.0339213911999996,3889148
1986-06-29,Argentina,Germany,10,12,5,2,15,18,1.311530699,1.460962871,3889149
1986-06-22,Argentina,England,15,12,3,4,7,16,1.61461724,0.8854242549,3750191
1974-06-30,German DR,Netherlands,11,14,2,3,8,14,0.20543988380000006,0.831800125,3888718
1974-07-07,Netherlands,Germany,16,10,7,4,41,32,2.0294978200000005,1.409634358,3888720
1974-07-03,Netherlands,Brazil,12,14,6,1,5,3,0.7538893240000001,0.9625694706,3888719
1974-06-26,Netherlands,Argentina,18,3,8,1,23,2,2.4672334126000006,0.13200836,3888717
1974-06-19,Netherlands,Sweden,30,8,7,3,27,8,2.5729814660000003,0.6863478120000001,3888716
1974-06-22,German DR,Germany,13,28,4,5,8,24,1.067245984,1.790322849,3750180
1970-06-07,Brazil,England,20,21,6,5,16,14,0.8668929515000001,1.5375590600000002,3888700
1970-06-14,Brazil,Peru,30,19,13,8,29,18,3.6555787996000007,0.9219819954,3889218
1970-06-09,Brazil,Romania,22,18,7,4,32,20,2.2186872282000003,1.166938384,3889217
1970-06-21,Brazil,Italy,27,26,8,9,8,14,2.7683219039000004,1.6352145005000003,3888702
1970-06-17,Brazil,Uruguay,23,18,8,5,16,5,1.4168333882999997,0.8424569193,3888701
1970-06-03,Brazil,Czechoslovakia,29,32,11,6,8,19,3.8133128680999997,2.4175017336999995,3888699
1962-05-30,Brazil,Mexico,34,9,12,4,27,19,2.359789981,0.8955184840000001,3888854
1958-06-29,Brazil,Sweden,26,6,11,3,48,14,3.3412576326000005,0.784290558,3888705
1958-06-24,Brazil,France,41,15,16,7,25,8,4.815325868,1.4712429084999998,3888704
2024-06-18,Portugal,Czech Republic,19,5,8,1,101,9,1.8375108777000002,0.314766696,3930166
2024-06-15,Hungary,Switzerland,6,15,2,7,9,16,1.102845594,2.0957691709999997,3930159
2024-06-16,Serbia,England,6,5,1,3,6,5,0.249405245,0.558814127,3930163
2024-06-25,England,Slovenia,12,4,3,1,27,2,0.756222001,0.164917273,3930181
2024-06-24,Croatia,Italy,6,13,4,3,5,73,1.483235055,0.985394353,3930178
2024-06-15,Spain,Croatia,11,16,5,5,32,0,1.567182589,2.48209888,3930160
2024-06-20,Slovenia,Serbia,12,15,4,4,27,50,1.552166038,1.4613307799999997,3930170
2024-06-25,France,Poland,19,10,8,3,57,7,1.8914679425999998,1.17909407,3938643
2024-06-21,Poland,Austria,15,15,3,9,13,10,1.4380920370000003,1.821698256,3938641
2024-06-22,Georgia,Czech Republic,5,27,1,11,13,39,1.179922648,2.8654523907000007,3938642
2024-06-18,Turkey,Georgia,22,14,7,4,16,9,2.4034188391999995,1.57856751,3938639
2024-06-17,Romania,Ukraine,10,13,5,2,25,27,1.1210513,0.543475964,3938638
2024-06-21,Slovakia,Ukraine,14,13,5,5,37,22,0.7461385425,1.7316552805,3938640
2024-06-16,Poland,Netherlands,12,21,7,4,16,50,0.9091575622999999,1.3127551150000003,3938637
2024-06-26,Georgia,Portugal,7,22,3,5,4,24,1.3454930710000002,2.3561307869999997,3938644
2024-07-01,France,Belgium,19,5,2,2,17,5,1.262011896,0.363213926,3941019
2024-07-06,England,Switzerland,13,12,3,3,17,6,0.5370412349999999,1.201406499,3942227
2024-06-22,Turkey,Portugal,11,12,3,3,42,5,0.7789868169999999,1.9012271159999998,3930174
2024-06-16,Slovenia,Denmark,11,16,2,4,22,94,0.9663907513000001,1.5112394229999997,3930162
2024-06-23,Switzerland,Germany,4,18,3,3,5,31,0.28008559899999996,1.5416782249999998,3930176
2024-06-19,Scotland,Switzerland,12,11,3,5,11,42,0.7718825680000001,0.9901536169999999,3930169
2024-07-10,Netherlands,England,7,9,3,5,5,0,0.41217220900000007,1.236570741,3942819
2024-07-14,Spain,England,16,9,6,3,48,29,1.791713124,0.7263776969999999,3943043
2024-07-09,Spain,France,6,9,2,3,11,23,0.421515934,0.850764694,3942752
2024-07-06,Netherlands,Turkey,11,15,4,4,24,18,0.718929115,1.182432874,3942382
2024-07-05,Portugal,France,15,20,4,5,82,30,1.408798661,1.067405566,3942349
2024-06-25,Netherlands,Austria,11,9,2,5,8,8,1.510208619,1.0578987149999999,3930180
2024-06-20,Denmark,England,16,12,7,4,9,4,0.733329403,1.172705295,3930171
2024-07-05,Spain,Germany,19,23,6,5,2,12,1.534054224,1.629074586,3942226
2024-06-26,Ukraine,Belgium,14,12,5,4,7,17,0.7091700302999999,0.633984568,3938645
2024-06-26,Czech Republic,Turkey,12,18,6,5,11,23,1.4103225654,1.2175436875,3930184
2024-07-02,Austria,Turkey,21,6,5,3,21,7,2.4870282190000004,0.8825083735,3941022
2024-07-02,Romania,Netherlands,5,24,1,6,14,90,0.267701091,2.6262365,3941021
2024-07-01,Portugal,Slovenia,20,10,6,2,47,15,1.721176876,0.715536338,3941020
2024-06-30,Spain,Georgia,35,4,13,0,91,7,2.7647263759999996,0.113077642,3941018
2024-06-30,England,Slovakia,16,13,2,3,32,10,1.5867405009999997,1.547847124,3941017
2024-06-25,Denmark,Serbia,10,5,3,1,17,15,0.5515324240000001,0.324442442,3930182
2024-06-24,Albania,Spain,10,16,4,3,10,58,0.5031542800000001,0.951712625,3930179
2024-06-29,Germany,Denmark,15,10,9,2,22,30,2.2266212783999997,1.073495348,3940983
2024-06-29,Switzerland,Italy,16,11,4,1,7,38,0.7823567560000001,0.7256579150000001,3940878
2024-06-23,Scotland,Hungary,4,14,0,5,16,18,0.183535254,1.0010130929999999,3930177
2024-06-21,Netherlands,France,9,15,4,3,13,34,0.7381833019999999,1.2184023685000003,3930173
2024-06-20,Spain,Italy,20,4,8,1,17,6,1.5338804222,0.143399362,3930172
2024-06-19,Croatia,Albania,21,14,8,7,29,3,1.8585999319999997,1.3258600050000002,3930167
2024-06-19,Germany,Hungary,19,11,7,2,60,16,1.4836928440000001,1.228033313,3930168
2024-06-17,Austria,France,5,14,3,3,11,14,0.748317325,1.9045317750000001,3930165
2024-06-17,Belgium,Slovakia,16,10,5,4,14,21,1.7502550390000002,0.7111064833999999,3930164
2024-06-15,Italy,Albania,17,8,5,2,15,8,1.449796653,0.354596554,3930161
2024-06-26,Slovakia,Romania,13,9,4,5,19,4,0.8447428410000001,1.121938083,3930183
2024-06-22,Belgium,Romania,20,14,9,4,26,25,1.6458169259999997,1.246037035,3930175
2024-06-14,Germany,Scotland,20,1,10,0,33,0,1.8446339139999999,0.060525935,3930158
2021-06-17,Ukraine,North Macedonia,17,13,9,5,14,14,3.240517477,1.9846738297,3788758
2021-06-23,Portugal,France,10,11,5,5,0,1,2.0424181619999997,1.5066179440000003,3788773
2021-06-20,Switzerland,Turkey,23,20,10,6,28,35,1.983954377,1.244844563,3788765
2021-06-18,Sweden,Slovakia,13,10,4,0,22,51,1.583975065,0.553247628,3788761
2021-06-18,Croatia,Czech Republic,11,11,2,1,14,8,0.9901717569999999,1.912632538,3788760
2021-07-02,Switzerland,Spain,8,29,2,11,21,37,0.8237571379999999,3.0105690840000006,3795108
2021-06-27,Belgium,Portugal,6,23,1,4,0,15,0.224335605,1.2147520605000002,3794687
2021-06-27,Netherlands,Czech Republic,6,12,0,5,18,22,0.838034224,1.273121118,3794690
2021-06-26,Italy,Austria,26,16,6,3,23,9,1.5170689810000002,1.038545864,3794685
2021-06-29,Sweden,Ukraine,13,15,3,4,9,11,0.9119222929999999,1.3442882549999997,3794692
2021-06-26,Wales,Denmark,11,16,1,8,5,28,0.598430745,2.1552928110000003,3794689
2021-07-02,Belgium,Italy,10,14,3,4,30,10,1.8028032259999998,1.1425686830000001,3795107
2021-07-03,Ukraine,England,7,10,2,6,36,8,0.337611863,1.215532939,3795187
2021-07-06,Italy,Spain,7,16,4,4,6,37,0.39815062199999995,1.40213009,3795220
2021-06-28,Croatia,Spain,11,24,6,10,7,45,2.7882244170000003,2.7800027210000002,3794686
2021-06-19,Hungary,France,5,17,3,4,1,6,0.4734930965,1.6900278829,3788763
2021-07-11,Italy,England,19,6,6,1,11,13,2.0818646044999998,0.426210963,3795506
2021-06-21,Russia,Denmark,6,16,2,9,3,19,1.0909500479999998,2.3303648025000006,3788769
2021-06-20,Italy,Wales,23,3,7,1,20,3,1.6691235115000003,0.240742905,3788766
2021-06-19,Portugal,Germany,7,13,2,7,20,5,1.9357408962999998,2.1305451870000005,3788764
2021-06-16,Turkey,Wales,18,16,5,7,29,31,1.3103128030000004,2.8739559509999997,3788755
2021-06-16,Italy,Switzerland,13,6,3,1,20,3,1.705836299,0.3338159763,3788754
2021-06-19,Spain,Poland,12,5,5,2,41,4,2.6148732605,0.552257631,3788762
2021-06-13,Austria,North Macedonia,10,7,6,2,6,0,1.441362828,0.839890515,3788747
2021-06-11,Turkey,Italy,3,24,0,8,9,46,0.151005756,1.590934893,3788741
2021-07-03,Czech Republic,Denmark,16,11,5,7,35,16,1.161677115,1.2119879150000001,3795109
2021-06-21,North Macedonia,Netherlands,13,17,1,7,16,20,0.7442149951999999,3.219898946,3788770
2021-06-29,England,Germany,5,9,4,3,13,9,1.163511151,1.058547575,3794688
2021-06-23,Germany,Hungary,18,9,6,3,24,4,2.0976953369999998,0.7371347775000001,3788774
2021-06-22,Croatia,Scotland,11,11,7,3,23,19,0.781477187,1.111449129,3788771
2021-06-22,Czech Republic,England,7,6,1,3,24,46,0.393042279,0.642329757,3788772
2021-06-21,Finland,Belgium,7,17,1,7,0,35,0.240216078,1.140447022,3788768
2021-06-21,Ukraine,Austria,5,18,1,4,8,36,0.4102860215,1.4935062390000002,3788767
2021-06-16,Finland,Russia,11,14,1,3,5,16,0.9650532399999999,1.25900864,3788753
2021-06-18,England,Scotland,9,11,1,1,51,28,0.8539366469999999,0.735449749,3788759
2021-06-17,Denmark,Belgium,21,6,5,4,7,50,1.6230301790000004,1.051880688,3788757
2021-06-13,England,Croatia,8,8,2,1,2,2,0.7068558329999999,0.3400918204000001,3788745
2021-07-07,England,Denmark,21,6,10,3,75,22,3.050196702,0.37552856700000004,3795221
2021-06-13,Netherlands,Ukraine,15,7,7,5,51,4,1.429754443,0.5936840239999999,3788746
2021-06-28,France,Switzerland,26,13,8,5,40,13,2.6458896123999986,1.8540444444999997,3794691
2021-06-17,Netherlands,Austria,14,9,3,1,7,10,3.3375352969999996,0.39805391700000003,3788756
2021-06-14,Poland,Slovakia,18,11,4,2,12,10,1.3888400450000002,0.35378829000000006,3788749
2021-06-14,Spain,Sweden,17,4,5,0,75,2,1.927611594,0.815837758,3788750
2021-06-14,Scotland,Czech Republic,19,10,4,7,21,18,1.7326947060000002,0.8108252389999999,3788748
2021-06-15,France,Germany,4,10,1,1,13,37,0.446023905,0.825419428,3788751
2021-06-15,Hungary,Portugal,5,11,3,7,3,24,0.19762133170000004,2.681033704,3788752
2021-06-12,Denmark,Finland,22,1,6,1,45,3,1.9525803770000003,0.2884817,3788742
2021-06-23,Slovakia,Spain,3,19,0,9,1,30,0.093042789,3.2230936640000003,3788775
2021-06-23,Sweden,Poland,11,18,4,6,18,38,1.0417911869999998,1.660805085,3788776
2021-06-12,Belgium,Russia,9,5,4,1,3,8,1.393354907,0.257274859,3788743
2021-06-12,Wales,Switzerland,9,18,2,4,17,71,0.575944251,1.5598775150000002,3788744
1989-05-03,Napoli,VfB Stuttgart,23,8,4,2,30,3,2.5944856975,0.18521527299999999,3887188
1989-04-05,Napoli,Bayern Munich,12,11,5,2,15,24,1.2303327340000003,0.6384552079999999,3750244
1989-03-15,Napoli,Juventus W,20,15,9,0,11,23,1.9458118280000003,0.531316671,3750245
